水泥品种,水泥强度,粉煤灰种类-依据地区,混凝土级配,水灰比,水泥用量（kg/m3）,粉煤灰掺量（%）,砂率,减水剂种类,减水剂掺量（%）,引气剂种类,引气剂掺量（%）,混凝土温度,R7（已整合）
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,13,22.9
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.5,17.1,22.9
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,6,22.9
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,8.3,22.9
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,9.5,23
3,52.5,3,2,0.4,242,61,36,2,0.6,2,0.65,8.7,23
3,52.5,3,3,0.45,189,47,31,10,0.5,2,0.7,8.1,23
3,52.5,18,2,0.45,210,52,34,10,0.6,2,0.6,13,23
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,6.1,23
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.65,7,23
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.65,9,23
3,42.5,15,1,0.45,249,62,38,10,0.6,1,1,13,23
3,42.5,17,2,0.43,273,68,44,5,0.8,1,0.3,11,23
3,42.5,18,1,0.41,273,68,37,4,0.6,1,0.9,18,23
3,42.5,15,1,0.45,267,67,40,10,0.6,1,1,15,23
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,8.5,23
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,9.5,23.1
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,7,23.1
3,52.5,18,2,0.45,210,52,34,10,0.6,2,0.6,15.1,23.1
3,52.5,17,1,0.45,240,60,39,10,0.6,2,0.5,18,23.1
3,52.5,16,2,0.4,256,66,33,10,0.7,2,0.65,7.5,23.1
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,5,23.1
3,42.5,18,3,0.41,244,61,32,10,0.6,1,1.4,10,23.1
3,52.5,13,3,0.45,190,20,32,10,0.7,2,0.7,11.7,23.2
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,6,23.2
3,52.5,17,2,0.45,198,66,34,10,0.6,2,0.5,8.7,23.2
3,52.5,17,1,0.45,240,60,39,10,0.6,2,0.5,15,23.2
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,13,23.2
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,6,23.2
3,52.5,11,3,0.45,183,46,30,10,0.7,2,0.7,12.4,23.2
3,52.5,7,3,0.45,157,67,30,10,0.7,2,0.75,9.1,23.2
3,52.5,17,3,0.45,174,44,28,10,0.6,2,0.5,12.3,23.2
3,52.5,7,2,0.45,263,66,43,10,0.6,2,0.3,12,23.2
3,52.5,3,2,0.45,222,56,35,10,0.7,2,0.5,6,23.2
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.45,13.5,23.2
3,52.5,15,2,0.45,247,62,38,3,0.6,2,0.8,8,23.2
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.1,11,23.2
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.1,8,23.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,7,23.2
3,42.5,15,2,0.45,240,60,35,10,0.6,1,1.4,13,23.2
3,52.5,4,3,0.42,249,62,42,3,0.6,2,0.25,21,23.3
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,6,23.3
3,52.5,18,4,0.45,160,40,25,10,0.5,2,0.8,12.5,23.3
3,52.5,16,2,0.45,222,56,34,10,0.6,2,1,12.7,23.3
3,52.5,16,2,0.45,222,56,34,10,0.6,2,1,9,23.3
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.4,6,23.3
3,42.5,15,1,0.45,267,67,40,10,0.6,1,0.9,14,23.3
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1,10,23.3
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.2,11,23.3
3,52.5,13,3,0.45,183,46,31,10,0.6,2,0.7,13,23.4
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,6.5,23.4
3,52.5,16,2,0.45,244,61,42,3,0.6,2,0.6,12.7,23.4
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.45,10,23.4
3,52.5,15,3,0.45,151,65,27,10,0.6,1,1.5,10,23.4
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.66,11,23.4
3,52.5,13,2,0.45,203,25,36,10,0.7,2,0.6,12,23.5
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,9,23.5
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,15.2,23.5
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.5,10,23.5
3,42.5,15,2,0.45,222,56,34,10,0.6,2,0.4,17,23.5
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.6,10,23.5
3,42.5,17,3,0.45,181,45,28,4,0.6,1,2,8,23.5
3,42.5,15,2,0.45,236,59,33,10,0.6,1,1.4,10,23.5
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.5,15,23.5
3,42.5,17,2,0.45,225,75,43,5,0.8,1,1,9,23.5
3,52.5,13,3,0.45,174,44,31,10,0.6,2,0.7,13.5,23.6
3,52.5,7,3,0.4,204,51,29,10,0.7,2,0.65,5.4,23.6
3,52.5,17,1,0.45,267,67,43,3,0.8,2,1,11,23.6
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,4.9,23.6
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,5,23.6
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,14.7,23.6
3,52.5,4,2,0.4,290,73,43,3,0.8,2,0.2,8.2,23.6
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.4,7,23.6
3,52.5,13,2,0.45,217,54,36,10,0.7,2,0.6,15.5,23.7
3,52.5,17,3,0.45,176,44,31,10,0.6,2,0.8,6.5,23.7
3,52.5,17,2,0.45,198,66,34,10,0.7,2,0.5,9.5,23.7
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,12.3,23.7
3,52.5,7,2,0.45,224,56,37,10,0.5,2,0.7,5.4,23.7
3,52.5,16,3,0.45,183,46,29,10,0.6,2,1,9.7,23.7
3,52.5,7,1,0.45,267,67,43,3,0.8,2,1,10,23.7
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.4,7,23.7
3,42.5,15,3,0.4,190,48,28,5,0.8,1,2.4,10,23.7
3,52.5,17,2,0.45,198,66,34,10,0.7,2,0.5,10.9,23.8
3,52.5,17,3,0.45,167,56,29,10,0.7,2,0.6,7.5,23.8
3,52.5,7,2,0.4,244,61,35,10,0.7,2,0.65,8.6,23.8
3,42.5,15,2,0.45,258,64,43,3,0.6,2,0.4,14,23.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,23.8
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,9,23.8
3,42.5,18,2,0.45,215,54,33,10,0.6,1,1.3,14,23.8
3,42.5,15,2,0.45,245,61,43,5,0.8,1,1.4,6,23.8
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,23.8
3,42.5,15,3,0.4,190,48,28,5,0.8,1,2.2,10,23.8
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.8,7,23.9
3,52.5,13,3,0.45,174,44,31,10,0.7,2,0.7,18.9,23.9
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,8.2,23.9
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,6.5,23.9
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,11.1,23.9
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.6,10.5,23.9
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.6,14,23.9
3,42.5,15,2,0.43,273,68,44,5,0.8,1,0.8,13,23.9
3,42.5,15,2,0.41,236,59,32,10,0.6,1,1.3,10,23.9
3,42.5,18,2,0.45,215,54,33,4,0.6,1,2,10,23.9
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.4,16,23.9
3,42.5,15,1,0.45,242,60,38,10,0.6,1,0.8,12,23.9
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,12,23.9
3,42.5,15,2,0.45,225,75,43,5,0.8,1,0.8,7,23.9
3,52.5,7,2,0.45,184,30,36,10,0.7,2,0.5,10,24
3,52.5,13,3,0.45,174,44,31,10,0.7,2,0.7,18.5,24
3,52.5,7,2,0.45,224,56,37,10,0.5,2,0.7,7.8,24
3,52.5,17,3,0.4,204,51,29,10,0.7,2,0.65,14,24
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,13,24
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,8,24
3,42.5,15,2,0.4,320,80,48,6,0.5,2,0.3,9,24
3,42.5,17,3,0.45,181,45,28,4,0.6,1,2,9.5,24
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,12,24
3,52.5,18,2,0.4,244,61,35,10,0.7,2,0.65,12,24.1
3,52.5,3,2,0.45,258,64,43,3,0.7,2,1,7,24.1
3,42.5,15,2,0.45,125,54,33,10,0.6,1,0.9,13,24.1
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.9,10,24.1
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,9,24.1
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,6,24.1
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.6,11.5,24.2
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.4,7.9,24.2
3,52.5,3,2,0.45,219,55,36,10,0.7,2,0.7,10.6,24.2
3,52.5,11,2,0.4,290,73,44,2,0.6,2,0.2,12.7,24.2
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,6.7,24.2
3,52.5,16,3,0.45,190,48,29,10,0.6,2,1,6,24.2
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.8,6.8,24.2
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,8.4,24.2
3,42.5,15,2,0.45,229,57,33,10,0.6,2,0.6,6,24.2
3,52.5,14,3,0.45,182,20,30,10,0.6,2,0.8,4.4,24.3
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.8,5,24.3
3,52.5,10,2,0.45,224,56,36,10,0.7,2,0.8,10,24.3
3,52.5,17,3,0.45,160,53,29,10,0.7,2,0.7,12,24.3
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,13.8,24.3
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.3,7,24.3
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.6,7,24.3
3,42.5,15,2,0.45,226,97,43,10,0.6,1,0.7,13,24.3
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.1,10,24.3
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,14,24.3
3,42.5,18,2,0.45,245,61,43,5,0.8,1,0.7,11,24.3
3,52.5,11,3,0.45,178,44,30,10,0.7,2,0.7,11.5,24.4
3,52.5,3,2,0.45,217,54,35,10,0.7,2,0.5,10,24.4
3,52.5,15,3,0.45,181,45,28,10,0.6,1,1.2,11,24.4
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,7,24.4
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.5,5,24.4
3,42.5,15,2,0.45,226,97,43,3,0.6,2,0.4,11,24.4
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.8,8,24.4
3,42.5,15,2,0.45,222,56,33,10,0.6,1,1.8,7,24.4
3,42.5,17,2,0.43,279,93,48,6,0.6,1,1,7,24.4
3,52.5,17,2,0.45,213,53,36,10,0.7,2,0.7,9.2,24.5
3,52.5,17,3,0.4,204,51,29,10,0.7,2,0.65,14.5,24.5
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,15.5,24.5
3,52.5,16,3,0.45,183,46,29,10,0.6,2,0.6,9.2,24.5
3,52.5,7,1,0.45,247,62,40,10,0.7,2,0.5,11.4,24.5
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.8,13,24.5
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.6,6,24.5
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,9,24.5
3,42.5,18,2,0.45,215,54,33,4,0.6,1,2,11,24.5
3,42.5,15,2,0.41,244,61,32,10,0.6,1,1.2,12,24.5
1,42.5,15,2,0.33,301,75,33,5,0.8,1,2,14,24.5
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1,15,24.5
3,52.5,13,3,0.45,174,44,31,10,0.7,2,0.7,11.3,24.6
3,52.5,1,3,0.45,178,44,30,10,0.7,2,0.7,8.8,24.6
3,52.5,18,2,0.3,286,71,35,7,0.7,2,0.8,4.6,24.6
3,52.5,17,2,0.45,217,54,34,10,0.6,2,0.5,14.5,24.6
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,8.7,24.6
3,52.5,11,2,0.45,226,56,37,2,0.6,2,0.5,7.7,24.6
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,16.9,24.6
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,8.5,24.6
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,10.7,24.6
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.5,11,24.6
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.5,4.5,24.6
3,42.5,15,2,0.45,258,64,42,10,0.6,2,1,17,24.6
3,42.5,15,1,0.41,265,66,37,10,0.6,1,1,14,24.6
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.4,12,24.6
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,7,24.7
3,52.5,15,2,0.45,215,54,33,10,0.6,1,1.2,13.5,24.7
3,52.5,15,2,0.45,217,54,35,10,0.6,2,0.5,11,24.7
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.3,9,24.7
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.4,14,24.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,15,24.7
3,42.5,15,2,0.41,236,59,32,10,0.6,1,1.3,10,24.7
3,42.5,15,1,0.41,273,68,37,10,0.6,1,0.9,13,24.7
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.6,13.5,24.8
3,52.5,11,3,0.45,178,44,30,10,0.7,2,0.7,9.2,24.8
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,15.6,24.8
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,13.9,24.8
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.55,10,24.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,18,24.8
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,13,24.8
3,52.5,17,2,0.45,213,53,36,10,0.7,2,0.7,7,24.9
3,52.5,18,3,0.45,190,48,30,10,0.5,2,0.8,12.7,24.9
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,13.3,24.9
3,52.5,16,2,0.45,229,57,34,10,0.6,2,0.7,11,24.9
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,12.8,24.9
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.5,6,24.9
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.6,8,24.9
3,42.5,15,2,0.43,279,93,48,6,0.6,2,0.3,9,24.9
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13,24.9
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.8,15,24.9
3,42.5,17,2,0.41,236,59,32,10,0.6,1,1.4,12,24.9
3,42.5,15,2,0.46,252,63,45,5,0.8,1,0.5,18,24.9
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.1,8,24.9
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.6,8,24.9
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.1,19,24.9
3,42.5,17,2,0.45,225,75,43,5,0.8,1,0.8,7,24.9
2,42.5,6,1,0.43,297,84,40.5,1,1.9,0,0,25,24.9
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.8,11.3,25
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,6.5,25
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,5.9,25
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,12.5,25
3,52.5,7,2,0.45,258,64,43,3,0.7,2,1,11,25
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.5,7,25
3,42.5,18,2,0.48,174,74,35,10,0.6,1,1.5,13,25
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,5,25
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,5,25
3,52.5,3,2,0.45,219,55,36,10,0.7,2,0.7,5,25.1
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.8,11,25.1
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.4,12,25.1
3,42.5,15,1,0.45,249,62,38,10,0.6,1,1.1,12.5,25.1
3,42.5,15,2,0.45,240,60,35,10,0.6,1,1.8,14,25.1
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1,14.1,25.1
3,42.5,15,2,0.43,279,93,48,6,0.6,1,0.6,8,25.1
3,52.5,17,3,0.45,176,44,31,10,0.6,2,0.8,10,25.2
3,52.5,17,2,0.45,208,52,35,10,0.6,2,0.8,9.8,25.2
3,52.5,15,3,0.45,181,45,30,10,0.7,2,0.7,12,25.2
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.5,15,25.2
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.5,6,25.2
3,42.5,15,2,0.45,231,58,34,10,0.6,1,1.4,10,25.2
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,12.5,25.2
3,52.5,17,3,0.4,192,48,28,10,0.6,2,0.6,10.5,25.3
3,52.5,11,3,0.45,181,45,30,10,0.7,2,0.5,11.8,25.3
3,52.5,3,2,0.45,217,54,35,10,0.7,2,0.5,12,25.3
3,42.5,15,2,0.45,222,56,33,10,0.6,1,0.9,13,25.3
2,32.5,0,2,0.48,300,0,36,4,0.6,1,2,9,25.3
3,42.5,15,2,0.41,271,68,42,5,0.8,1,0.8,9,25.3
3,42.5,17,1,0.37,335,84,42,5,0.8,1,0.9,12,25.3
3,52.5,13,2,0.45,219,55,36,10,0.6,2,0.8,11,25.4
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,16.1,25.4
3,52.5,11,2,0.4,290,73,44,2,0.6,2,0.2,12.6,25.4
3,42.5,15,2,0.37,240,60,33,7,0.6,1,1.3,8,25.4
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,5,25.4
3,42.5,15,2,0.45,240,60,35,10,0.6,1,0.6,14,25.4
1,42.5,15,1,0.45,258,64,39,10,0.6,1,0.9,6,25.4
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.8,16,25.4
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.6,12,25.5
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,11.2,25.5
3,52.5,7,3,0.45,183,46,30,10,0.7,2,0.7,5.3,25.5
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,6.9,25.5
3,52.5,3,1,0.35,334,83,39,10,0.7,2,0.6,10.3,25.5
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.6,11.5,25.5
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.5,10,25.5
3,42.5,15,2,0.45,222,56,33,10,0.6,1,0.9,14,25.5
3,42.5,15,2,0.4,270,68,42,5,0.8,1,0.8,10,25.5
3,42.5,15,2,0.4,290,73,42,5,0.6,1,0.8,13,25.5
1,42.5,18,2,0.33,288,72,32,5,0.8,1,3,9,25.5
3,42.5,15,2,0.45,240,60,35,10,0.6,1,1.6,12,25.5
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,20,25.5
3,52.5,17,2,0.45,219,55,36,10,0.6,2,0.6,8,25.6
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,7.6,25.6
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,5.3,25.6
3,52.5,7,2,0.45,219,55,36,10,0.7,2,0.7,15.2,25.6
3,42.5,15,2,0.4,264,66,33,10,0.6,2,0.65,12,25.6
3,42.5,15,2,0.45,215,54,33,10,0.6,1,1.5,15,25.6
3,42.5,15,2,0.45,222,56,33,10,0.6,2,0.55,10,25.6
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,13.5,25.6
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.8,9,25.6
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,7,25.6
3,42.5,15,2,0.4,230,58,34,5,0.8,1,2.8,10,25.6
3,42.5,15,2,0.41,254,63,33,10,0.6,1,1.4,7,25.6
3,52.5,15,2,0.45,258,64,42,3,0.7,2,0.7,11,25.7
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,8,25.7
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.7,8,25.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,9,25.7
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,11,25.7
3,42.5,18,3,0.45,181,45,28,4,0.6,1,1.5,13,25.7
3,42.5,18,2,0.45,222,56,33,10,0.6,1,1.4,14,25.7
1,42.5,15,2,0.33,301,75,33,5,0.8,1,1.6,13,25.7
3,52.5,16,2,0.4,250,63,35,10,0.7,2,0.5,6.6,25.8
3,52.5,15,2,0.45,215,54,33,10,0.6,1,1.3,11,25.8
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,7,25.8
3,42.5,18,2,0.45,245,61,43,5,0.8,1,1.4,8,25.8
3,42.5,18,3,0.45,181,45,28,10,0.6,1,1.6,7,25.8
3,52.5,17,3,0.45,160,53,29,10,0.7,2,0.7,13.7,25.9
3,42.5,15,1,0.41,283,71,38,10,0.6,1,1.3,10,25.9
3,42.5,15,2,0.45,294,73,49,6,0.6,1,0.6,7,25.9
3,42.5,17,2,0.43,279,93,48,6,0.6,1,0.6,7,25.9
3,52.5,15,2,0.45,222,56,33,10,0.6,1,1,11,26
3,42.5,15,2,0.41,236,59,32,10,0.6,1,1.1,9,26
3,42.5,18,2,0.45,245,61,43,5,0.8,1,0.7,12,26
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,14,26
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,6,26.1
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.8,9,26.1
1,42.5,15,1,0.33,344,86,38,5,0.8,1,2.7,7,26.1
3,52.5,7,3,0.4,204,51,28,10,0.7,2,0.65,4.8,26.2
3,52.5,7,3,0.45,178,44,30,10,0.7,2,0.7,9.1,26.2
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,12.2,26.2
3,42.5,15,2,0.45,236,59,33,10,0.6,1,1.1,11,26.2
3,42.5,15,3,0.41,199,50,27,10,0.6,1,1.4,10,26.2
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,13,26.2
3,42.5,18,2,0.45,245,61,43,5,0.8,1,0.6,8,26.2
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.4,12,26.2
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,7,26.3
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,7,26.3
3,52.5,7,3,0.45,189,47,31,10,0.5,2,0.7,13.6,26.3
3,52.5,14,3,0.45,178,20,31,10,0.6,2,0.8,5.8,26.4
3,52.5,18,4,0.45,160,40,25,10,0.5,2,0.8,12.3,26.4
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.8,8,26.4
3,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,5,26.4
3,52.5,2,2,0.45,166,89,35,7,0.6,2,0.75,4.6,26.5
3,42.5,15,3,0.45,174,44,28,10,0.6,1,1.6,14.5,26.5
1,42.5,15,2,0.33,301,75,33,5,0.8,1,2,10,26.5
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.7,12,26.5
3,52.5,13,2,0.35,293,20,34,10,0.6,2,0.6,5.5,26.6
3,52.5,11,3,0.45,181,45,30,10,0.7,2,0.5,11.4,26.6
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.5,10,26.6
3,42.5,15,3,0.45,181,45,28,10,0.6,2,0.6,6,26.6
3,42.5,17,2,0.41,248,83,42,5,0.8,1,0.4,8,26.6
3,52.5,7,3,0.45,189,47,31,10,0.5,2,0.7,6.2,26.7
3,42.5,15,2,0.45,215,54,33,10,0.6,2,0.8,9,26.7
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1,9,26.7
3,42.5,15,3,0.4,190,48,28,5,0.8,1,1.9,12,26.7
3,42.5,17,2,0.41,255,83,42,5,0.8,1,0.4,8,26.7
3,52.5,7,2,0.4,244,61,35,10,0.7,2,0.65,7.8,26.8
3,42.5,15,3,0.45,181,46,28,10,0.6,2,0.7,5.5,26.8
3,42.5,18,2,0.45,240,60,35,10,0.6,1,1.3,15,26.8
3,52.5,10,3,0.45,187,47,30,10,0.7,2,0.8,11,26.9
3,52.5,17,3,0.45,171,43,29,10,0.6,2,0.6,15.7,26.9
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,4.4,26.9
3,52.5,7,2,0.45,213,53.3,36,10,0.7,2,0.7,12.4,27
3,52.5,10,3,0.45,187,47,30,10,0.7,2,0.8,10.5,27
3,52.5,17,3,0.45,174,44,29,10,0.6,2,0.6,12.7,27
3,52.5,17,2,0.45,210,52,34,10,0.6,2,0.6,13.5,27.1
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.65,6,27.1
3,52.5,11,2,0.45,219,55,36,10,0.7,2,0.7,10.5,27.2
3,52.5,15,3,0.45,174,44,28,10,0.6,1,1.5,12,27.2
3,52.5,16,3,0.4,248,28,28,10,0.7,2,0.6,10.2,27.3
3,52.5,7,2,0.45,213,53,36,10,0.7,2,0.7,6,27.3
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.6,7,27.3
3,42.5,15,2,0.37,240,60,33,8,0.6,1,1.5,7.5,27.3
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.7,7,27.3
3,52.5,7,2,0.4,290,73,43,10,0.8,2,0.2,15.5,27.4
3,42.5,15,3,0.45,174,44,28,10,0.6,2,0.7,6,27.4
3,42.5,18,2,0.41,244,61,32,10,0.6,1,1.4,10,27.5
3,42.5,15,2,0.41,275,69,43,5,0.8,1,1.4,9,27.5
3,52.5,3,2,0.4,244,61,35,10,0.7,2,0.65,8,27.7
3,52.5,17,2,0.4,290,73,41,3,0.6,2,0.2,12.8,27.7
3,52.5,11,1,0.45,267,67,43,3,0.8,2,1,13.7,27.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,1.2,7,27.8
3,42.5,15,2,0.45,240,60,43,5,0.8,1,0.7,7,27.8
3,42.5,15,2,0.43,273,68,44,3,0.8,1,0.9,10,27.9
3,52.5,17,2,0.4,290,73,44,10,0.8,2,0.2,9,28
3,52.5,7,2,0.4,244,61,35,10,0.7,2,0.65,16.3,28
3,42.5,15,2,0.45,252,63,43,3,0.6,1,0.8,6,28
3,52.5,7,2,0.45,222,56,35,10,0.7,2,0.5,13,28.1
3,52.5,7,3,0.45,181,45,30,10,0.7,2,0.5,6.7,28.1
3,42.5,15,3,0.45,181,45,28,10,0.6,1,1.1,10,28.1
1,42.5,15,2,0.45,245,61,43,5,0.8,1,0.8,8,28.1
3,52.5,17,3,0.45,178,44,30,10,0.7,2,0.7,8,28.3
3,52.5,7,2,0.4,250,63,35,10,0.7,2,0.65,4.7,28.3
3,52.5,17,2,0.35,331,83,40,3,0.6,2,0.6,11,28.3
